genus	Abiotrophia	Acaryochloris	Acetivibrio	Acetobacter	Acetohalobium	Acholeplasma	Achromobacter	Acidaminococcus	Acidimicrobium	Acidiphilium	Acidithiobacillus	Acidobacterium	Acidothermus	Acidovorax	Acinetobacter	Actinobacillus	Actinomyces	Actinosynnema	Aerococcus	Aeromicrobium	Aeromonas	Afipia	Aggregatibacter	Agrobacterium	Ahrensia	Akkermansia	Albidiferax	Alcanivorax	Algoriphagus	Alicycliphilus	Alicyclobacillus	Aliivibrio	Alistipes	Alkalilimnicola	Alkaliphilus	Allochromatium	Alteromonas	Aminobacterium	Aminomonas	Ammonifex	Amycolatopsis	Anabaena	Anaerobaculum	Anaerococcus	Anaerofustis	Anaeromyxobacter	Anaerostipes	Anaerotruncus	Anaplasma	Anoxybacillus	Aquifex	Arcanobacterium	Arcobacter	Aromatoleum	Arthrobacter	Arthrospira	Asticcacaulis	Atopobium	Aurantimonas	Avibacterium	Azoarcus	Azorhizobium	Azospirillum	Azotobacter	Bacillus	Bacteroides	Bartonella	Basfia	Bdellomicrovirus	Bdellovibrio	Beggiatoa	Beijerinckia	Bermanella	Beutenbergia	Bibersteinia	Bifidobacterium	Blastopirellula	Blattabacterium	Blautia	Bordetella	Borrelia	Brachybacterium	Brachyspira	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevundimonas	Brucella	Buchnera	Bulleidia	Burkholderia	Butyrivibrio	Caldanaerobacter	Caldicellulosiruptor	Calditerrivibrio	Caminibacter	Campylobacter	Candidatus Accumulibacter	Candidatus Amoebophilus	Candidatus Azobacteroides	Candidatus Blochmannia	Candidatus Carsonella	Candidatus Cloacamonas	Candidatus Desulforudis	Candidatus Hamiltonella	Candidatus Hodgkinia	Candidatus Koribacter	Candidatus Liberibacter	Candidatus Pelagibacter	Candidatus Phytoplasma	Candidatus Protochlamydia	Candidatus Puniceispirillum	Candidatus Regiella	Candidatus Riesia	Candidatus Solibacter	Candidatus Sulcia	Candidatus Zinderia	Capnocytophaga	Carboxydothermus	Cardiobacterium	Carnobacterium	Catenibacterium	Catenulispora	Catonella	Caulobacter	Cellulomonas	Cellulosilyticum	Cellvibrio	Chelativorans	Chitinophaga	Chlamydia	Chlamydophila	Chlorobaculum	Chlorobium	Chloroflexus	Chloroherpeton	Chromobacterium	Chromohalobacter	Chryseobacterium	Chthoniobacter	Citreicella	Citrobacter	Citromicrobium	Clavibacter	Clostridium	Collimonas	Collinsella	Colwellia	Comamonas	Conexibacter	Congregibacter	Coprobacillus	Coprococcus	Coprothermobacter	Coraliomargarita	Corynebacterium	Coxiella	Croceibacter	Crocosphaera	Cronobacter	Cryptobacterium	Cupriavidus	Cyanobium	Cyanothece	Cylindrospermopsis	Cytophaga	Dechloromonas	Deferribacter	Dehalococcoides	Dehalogenimonas	Deinococcus	Delftia	Denitrovibrio	Dermacoccus	Desulfarculus	Desulfatibacillum	Desulfitobacterium	Desulfobacterium	Desulfococcus	Desulfohalobium	Desulfomicrobium	Desulfonatronospira	Desulfotalea	Desulfotomaculum	Desulfovibrio	Desulfurispirillum	Desulfurivibrio	Desulfuromonas	Dethiobacter	Dethiosulfovibrio	Dialister	Dichelobacter	Dickeya	Dictyoglomus	Dinoroseobacter	Dokdonia	Dorea	Dyadobacter	Edwardsiella	Eggerthella	Ehrlichia	Eikenella	Elusimicrobium	Endoriftia	Enhydrobacter	Enterobacter	Enterococcus	Epulopiscium	Eremococcus	Erwinia	Erysipelothrix	Erythrobacter	Escherichia	Ethanoligenens	Eubacterium	Exiguobacterium	Faecalibacterium	Ferrimonas	Fervidobacterium	Fibrobacter	Filifactor	Finegoldia	Flavobacterium	Fluoribacter	Francisella	Frankia	Fulvimarina	Fusobacterium	Gallionella	Gardnerella	Gemella	Gemmata	Gemmatimonas	Geobacillus	Geobacter	Geodermatophilus	Glaciecola	Gloeobacter	Gluconacetobacter	Gluconobacter	Gordonia	Gramella	Granulibacter	Granulicatella	Haemophilus	Hahella	Halanaerobium	Haliangium	Halomonas	Halorhodospira	Halothermothrix	Halothiobacillus	Helicobacter	Heliobacterium	Herbaspirillum	Herminiimonas	Herpetosiphon	Hirschia	Histophilus	Hoeflea	Holdemania	Hydrogenivirga	Hydrogenobacter	Hydrogenobaculum	Hyphomicrobium	Hyphomonas	Idiomarina	Ilyobacter	Intrasporangium	Janibacter	Jannaschia	Janthinobacterium	Jonesia	Jonquetella	Kangiella	Ketogulonicigenium	Kineococcus	Kingella	Klebsiella	Kocuria	Kordia	Kosmotoga	Kribbella	Ktedonobacter	Kytococcus	Labrenzia	Lactobacillus	Lactococcus	Laribacter	Lawsonia	Leadbetterella	Leeuwenhoekiella	Legionella	Leifsonia	Lentisphaera	Leptolyngbya	Leptospira	Leptospirillum	Leptothrix	Leptotrichia	Leuconostoc	Limnobacter	Listeria	Listonella	Loktanella	Lutiella	Lyngbya	Lysinibacillus	Macrococcus	Magnetococcus	Magnetospirillum	Mannheimia	Maribacter	Maricaulis	Marinobacter	Marinococcus	Marinomonas	Mariprofundus	Maritimibacter	Marivirga	Megasphaera	Meiothermus	Mesoplasma	Mesorhizobium	Methylacidiphilum	Methylibium	Methylobacillus	Methylobacter	Methylobacterium	Methylocella	Methylococcus	Methylophaga	Methylosinus	Methylotenera	Methylovorus	Micrococcus	Microcoleus	Microcystis	Micromonospora	Microscilla	Mitsuokella	Mobiluncus	Moorella	Moraxella	Moritella	Mucilaginibacter	Mycobacterium	Mycoplasma	Myxococcus	Nakamurella	Natranaerobius	Nautilia	Neisseria	Neorickettsia	Neptuniibacter	Nitratiruptor	Nitrobacter	Nitrococcus	Nitrosococcus	Nitrosomonas	Nitrosospira	Nitrospira	Nocardia	Nocardioides	Nocardiopsis	Nodularia	Nostoc	Novosphingobium	Oceanibulbus	Oceanicaulis	Oceanicola	Oceanithermus	Oceanobacillus	Ochrobactrum	Octadecabacter	Oenococcus	Oligotropha	Olsenella	Opitutus	Oribacterium	Orientia	Ornithobacterium	Oscillatoria	Oscillochloris	Oxalobacter	Paenibacillus	Paludibacter	Pantoea	Parabacteroides	Parachlamydia	Paracoccus	Parascardovia	Parvibaculum	Parvularcula	Pasteurella	Pectobacterium	Pediococcus	Pedobacter	Pelagibaca	Pelobacter	Pelodictyon	Pelotomaculum	Peptoniphilus	Peptostreptococcus	Persephonella	Petrotoga	Phaeobacter	Phenylobacterium	Photobacterium	Photorhabdus	Pirellula	Planctomyces	Planococcus	Plesiocystis	Polaribacter	Polaromonas	Polynucleobacter	Porphyromonas	Prevotella	Prochlorococcus	Propionibacterium	Prosthecochloris	Proteus	Providencia	Pseudoalteromonas	Pseudomonas	Pseudoramibacter	Pseudovibrio	Psychrobacter	Psychroflexus	Psychromonas	Pyramidobacter	Rahnella	Ralstonia	Raphidiopsis	Reinekea	Renibacterium	Rhizobium	Rhodobacter	Rhodococcus	Rhodomicrobium	Rhodopirellula	Rhodopseudomonas	Rhodospirillum	Rhodothermus	Rickettsia	Rickettsiella	Riemerella	Robiginitalea	Roseburia	Roseibium	Roseiflexus	Roseobacter	Roseomonas	Roseovarius	Rothia	Rubrobacter	Ruegeria	Ruminococcus	Saccharomonospora	Saccharophagus	Saccharopolyspora	Sagittula	Salinibacter	Salinispora	Salmonella	Sanguibacter	Scardovia	Sebaldella	Segniliparus	Selenomonas	Serratia	Shewanella	Shigella	Shuttleworthia	Sideroxydans	Simonsiella	Sinorhizobium	Slackia	Sodalis	Sorangium	Sphaerobacter	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Spirochaeta	Spiroplasma	Spirosoma	Sporosarcina	Stackebrandtia	Staphylococcus	Starkeya	Stenotrophomonas	Stigmatella	Streptobacillus	Streptococcus	Streptomyces	Streptosporangium	Subdoligranulum	Sulfitobacter	Sulfuricurvum	Sulfurihydrogenibium	Sulfurimonas	Sulfurospirillum	Sulfurovum	Symbiobacterium	Synechococcus	Synechocystis	Syntrophobacter	Syntrophomonas	Syntrophothermus	Syntrophus	Teredinibacter	Terriglobus	Tetragenococcus	Thalassobium	Thauera	Thermaerobacter	Thermanaerovibrio	Thermincola	Thermoanaerobacter	Thermoanaerobacterium	Thermobaculum	Thermobifida	Thermobispora	Thermocrinis	Thermodesulfovibrio	Thermomicrobium	Thermomonospora	Thermosediminibacter	Thermosinus	Thermosipho	Thermosynechococcus	Thermotoga	Thermus	Thioalkalivibrio	Thiobacillus	Thiomicrospira	Thiomonas	Tolumonas	Treponema	Trichodesmium	Tropheryma	Truepera	Tsukamurella	Turicibacter	Ureaplasma	Variovorax	Veillonella	Verminephrobacter	Verrucomicrobium	Vibrio	Victivallis	Waddlia	Weissella	Wigglesworthia	Wolbachia	Wolinella	Xanthobacter	Xanthomonas	Xenorhabdus	Xylanimonas	Xylella	Yersinia	Zunongwangia	Zymomonas	unclassified (derived from Actinobacteria (class))	unclassified (derived from Alicyclobacillaceae)	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alteromonadales)	unclassified (derived from Bacteria)	unclassified (derived from Bacteroidetes)	unclassified (derived from Betaproteobacteria)	unclassified (derived from Burkholderiales)	unclassified (derived from Campylobacterales)	unclassified (derived from Candidatus Poribacteria)	unclassified (derived from Chroococcales)	unclassified (derived from Clostridiales Family XI. Incertae Sedis)	unclassified (derived from Clostridiales)	unclassified (derived from Deltaproteobacteria)	unclassified (derived from Elusimicrobia)	unclassified (derived from Erysipelotrichaceae)	unclassified (derived from Flavobacteria)	unclassified (derived from Flavobacteriaceae)	unclassified (derived from Flavobacteriales)	unclassified (derived from Gammaproteobacteria)	unclassified (derived from Lachnospiraceae)	unclassified (derived from Methylophilales)	unclassified (derived from Opitutaceae)	unclassified (derived from Proteobacteria)	unclassified (derived from Rhodobacteraceae)	unclassified (derived from Rhodobacterales)	unclassified (derived from Rickettsiales)	unclassified (derived from Ruminococcaceae)	unclassified (derived from Thermotogales)	unclassified (derived from Thiotrichales)	unclassified (derived from Verrucomicrobia subdivision 3)	unclassified (derived from Verrucomicrobiales)	unclassified (derived from Vibrionaceae)	unclassified (derived from Vibrionales)
G527_1_P1A11_feces_S1_R	48011	2543	35595	2412	9226	18024	113765	90741	631	3177	4374	4684	3565	25017	5656050	81062	8828	4208	4161	933	27936	497	10723	8188	572	127080	7589	7914	11355	3181	19529	13684	411730	4532	156483	3047	6295	6485	1616	8017	3293	6705	2197	38301	19807	15724	33111	78515	1193	71434	5608	27686	8663	10390	151886	1789	2110	43576	1986	102	9279	2460	3366	6855	5920156	5824228	3967	10329	5204	0	1327	1260	1457	8289	65	140196	4220	3280	156350	306182	17625	8776	43223	12348	39557	8543	3344	69669	5285	10322	216434	297945	84651	122463	3839	883	82759	3264	6718	21861	792	19	2325	12018	3750	2	8579	449	1747	4600	3022	951	1233	136	13794	1534	10	53416	34484	1933	11553	25489	3916	4255	11771	15065	52900	8475	4231	39764	6359	5005	10367	29369	15748	7533	12040	5950	9803	8912	550	187874	469	14073	4014037	111	25515	6400	7234	4022	2347	15363	103838	4446	4983	120859	7323	16905	2198	39257	13949	33002	365	18644	583	41297	11202	4587	15234	2496	13043	7644	6456	1144	3109	9369	163561	6061	8657	3049	6505	1843	11239	77231	66440	3238	2838	6418	9014	7622	11995	3090	17144	12480	1945	13762	98696	31453	13104	46689	1754	2372	18549	434	6216	93871	919614	10730	2982	21618	6203	4108	140203219	149841	853646	60960	196244	4081	9461	43794	7416	29977	82080	11	29491	13419	595	98593	3693	11219	4978	1632	2315	623583	54323	4281	960	5475	4257	3376	3064	37910	2563	9914	63833	8432	7735	4276	2143	3011	20135	1826	21784	29932	6981	9171	5198	1156	15929	975	100317	1457	1201	1922	1437	2870	9992	20244	2426	3716	2121	10809	4488	3294	3668	1277	11007	5505	191941	13733	7190	4728	4476	3641	2353	2200	260763	29125	4552	4777	22224	21140	12334	6585	3626	0	18130	23	5249	23740	14949	4802	500540	3	698	4213	1571	1962389	15666	6123	12729	9326	22417	3224	11569	137	11021	1396	1338	19859	21379	6827	2178	6547	3149	5812	6771	1587	10446	1966	6244	1488	495	4513	3751	17968	1675	3633	4934	10815	17670	15110	28385	6269	3252	10283	115831	17287	8934	3773	19711	2092	125179	510	1683	3707	4251	1837	10083	11751	4372	2076	7830	7869	4223	963	9361	3690	259	1456	2085	1550	128156	4186	819	8198	1370	25001	10006	48444	841	0	860	1185	9036	300192	216931	16307	640846	879	3935	3418	4474	1608	15494	27539	12054	73613	728	27197	11840	31697	22382	17696	2798	7523	310	1669	24357	24454	2651	7874	119	1592	27038	13873	8542	229290	754226	7485	10888	2610	17625	13766	20368	133579	12036	1282	72581	5556	12223	21813	2	29008	356	4043	35458	11594	9583	43008	1524	9117	19132	8877	9857	5470	343	15430	18524	229659	633	18535	6343	1012	2467	7508	8155	6665	687960	2807	7365	13158	568	9022	6345	2617511	12176	2394	22753	712	44506	27021	79261	10543729	21960	3584	7320	13029	80973	9177	4363	6892	21462	2092	4126	2691	46467	7	35670	66	2775	689560	1515	6591	4275	7783	1725535	108195	5441	113420	1211	1539	5710	4949	3484	4251	34882	26240	5641	12848	34392	10096	13027	2561	2353	54	321	5870	10002	6886	22373	211413	26673	6043	5498	3036	1409	4169	3489	3596	22510	17995	11920	4057	29449	8265	5162	5345	4813	3915	13635	204798	4900	942	3336	2586	24971	7786	3725	62012	6060	6888	165665	19652	1633	1642	412	2421	3926	3744	22465	6258	8542	7583	1365936	21339	4769	6883	12915	1507	2356	12049	72484	670	7207	913	395	352	7023	98800	3702	3240	121478	20761	13939	14542	14303	133944	536	4871	70	1121	1799	391	293861	2084	4	4602	4174	2285	882
G527_2_P1A13_feces_S2_R	97841	5763	86714	3398	19985	49182	5835	153296	1399	7096	7954	11386	4348	15533	58961	112576	13337	3764	6645	725	60905	1068	12871	13689	1616	185198	8160	8943	38532	1657	30312	27774	1519966	6803	292118	6418	12509	13572	3315	16382	3364	13578	4874	81138	46993	34283	70243	175705	2817	30382	14217	44802	16219	10763	15535	4217	5224	70502	3687	0	8000	5012	8092	4516	1435312	18531914	8555	15504	11301	0	2975	2427	2836	6516	1	233022	11645	11395	269885	18384	32062	4702	90885	18180	32096	4341	4753	120102	7185	18481	131201	585666	185135	280844	9298	2130	79257	5166	24461	74988	1790	25	7385	24183	1992	17	19229	1246	5050	12339	6648	3022	1116	360	32095	5110	33	184128	68748	2482	7799	49713	4208	6304	25389	3333	113123	11587	7868	133666	17501	12419	26983	78800	29778	23691	11817	8313	30765	16019	869	11592	1436	5316	8110942	1	45881	13397	4531	5902	3999	33209	196462	8987	13745	54520	17001	60540	4651	10842	25829	18393	951	38178	1372	138630	10610	11811	34526	6439	22159	4770	15760	791	7507	19793	260013	15889	19559	8037	16556	4332	25524	139280	200911	7715	7544	14461	17093	14499	25113	5160	12612	28418	3339	47160	166375	105981	11169	86222	5492	1801	49275	1018	2098	15715	776549	27293	4464	9846	13607	9737	419579	317249	1665372	42616	324362	8937	20187	110418	17891	71754	278698	22	68162	14969	1481	216672	4968	22979	9305	4309	5609	213421	118815	2652	2246	10838	6293	6803	1784	132308	5686	15101	84629	13640	18031	8700	3194	5623	44403	3574	43091	57851	3485	6048	10211	3496	19775	1722	189870	3647	3062	4586	3392	5926	17912	48227	1768	2389	3526	5960	3567	6362	7934	1970	5458	2417	21344	2354	25352	10835	4906	6951	2172	4510	463082	47609	5333	15685	75378	70632	25059	2925	13279	0	39267	42	4183	48227	23370	2039	291741	19	1557	2743	3168	30404	14560	13622	24089	13586	75094	6410	15406	5	15501	3172	2606	73128	38170	12956	5757	11297	6835	4592	7178	2814	28048	3558	12571	2328	1419	5369	4095	3484	4033	7804	4796	38507	34230	27121	53478	2735	7507	36934	102614	46607	17375	3183	37693	4379	86885	1541	3191	9131	8742	2677	18580	13682	5179	5022	6219	6205	3235	2009	18485	6066	706	3763	3990	3988	40635	6190	1738	14518	2654	40844	29385	97025	2365	1	2179	2494	12477	218181	584563	11431	2066133	2365	5777	6304	9621	3425	15624	17164	18940	255904	974	57696	29780	59213	53230	41415	7327	15712	823	3590	44657	18571	7397	22362	4	3829	97438	11556	6375	743614	2699318	18896	16583	7431	19530	13865	39919	123961	24083	3045	16681	18946	25723	40798	0	15526	963	7641	2046	21984	16141	11498	3404	23460	28384	24752	28600	15996	766	50666	64730	413655	1678	35911	11194	2572	4431	3721	12462	12640	1418701	2587	14817	12278	1196	23724	6238	104702	6178	4195	45403	1048	85009	15886	140535	35841	42785	4032	2273	23188	146972	4008	8202	11680	73998	4031	6970	5835	74098	25	117983	0	3313	459248	2962	7987	9441	15520	681856	57861	6114	189558	2496	3075	15989	11132	6302	10285	54753	55901	11359	24877	67362	20238	30389	5383	6038	72	827	5284	17341	15460	43978	465473	63349	12704	6715	3829	2920	9833	6522	3904	43500	32320	27342	9636	68656	16294	9310	7758	9264	2433	36068	242753	10935	1887	6201	1830	55327	20072	2887	117993	5565	13197	315767	105304	4502	3048	960	7839	7691	6859	32147	6400	6053	12506	150828	74878	9287	2470	17716	4575	4934	13703	210896	981	16973	2173	1333	1363	15181	179891	9006	8574	254111	71812	46015	50386	21949	229627	978	16079	219	2313	4494	1162	446786	5265	5	12172	10877	5333	2098
G527_3_P1A14_feces_S3_R	138997	10178	150148	6554	35654	82355	7501	179215	2693	11604	12125	18389	9283	21360	87336	104724	38537	7757	34678	2039	28192	1901	11058	24664	2797	139094	10864	10771	32412	2256	54231	23399	1163048	9414	488324	8137	9753	21611	5603	29667	6485	22621	9236	159494	84017	53395	92921	322590	5302	49449	22904	102220	23506	12401	39377	7347	7536	117112	6877	0	10185	8143	15448	6706	2409321	13560991	14609	16805	16860	0	4011	4461	2590	17510	1	371812	21630	9064	366170	24617	51658	13336	137175	31687	54124	12800	7960	207677	7209	31479	172038	724940	327706	509765	15474	3749	108622	6838	20196	55921	1938	71	10351	42030	1904	29	28040	2019	8709	21736	12205	5518	911	524	46973	4475	51	144714	118416	3140	17962	81112	8625	14128	44017	10652	142347	12474	14145	109054	25877	21144	34430	88084	47877	24864	17108	10663	25642	21206	1708	13808	2018	13144	12238588	16	78603	11708	6037	10427	5092	54748	253362	14633	25399	1104869	23507	48432	7447	10822	43275	24339	1632	64532	2669	114903	15794	20514	50019	9724	34975	6590	22639	2523	13210	33445	429451	21418	30985	13289	23499	6001	35977	225725	257406	11833	12677	21652	31029	24775	35362	6699	11021	50286	5654	37477	237768	88547	8415	148421	9156	5596	72140	1273	2779	16152	1495107	45003	11360	8686	23338	16044	599029	579991	2342903	69859	544607	6009	31276	129370	30013	126039	235947	23	89909	30537	3025	334432	5672	32850	16421	6435	8196	347332	194031	6177	1592	19988	12054	11994	6223	106220	10686	30915	77219	16837	30455	13934	4404	8911	79870	4149	58018	90276	5112	9440	16560	5671	21072	2711	304363	6531	5205	7867	5989	10555	14815	77499	5670	7581	6206	9593	9924	9892	7771	3505	15600	16641	21153	8229	24880	17796	10585	12604	6472	7622	834285	79368	7374	18900	59418	56434	30332	8774	29586	0	62122	70	5332	75622	42725	2300	503099	12	2719	3554	5210	49877	23153	20351	43565	12589	62630	9861	18038	3	17849	4867	4303	59306	53035	19883	10559	20058	13324	6103	10456	3854	49985	5771	17788	2983	2736	7180	5603	14072	6765	11383	9317	34698	45008	57995	93777	4032	3568	30700	289701	78516	25561	6931	57093	7395	245685	2920	3036	13320	15402	3332	25180	18186	7561	8245	16720	15789	6936	3148	29000	10355	1248	6039	7190	6233	68514	10524	2647	25930	4741	64859	45709	142821	3712	1	4283	4626	17580	371873	422855	11157	1508527	3986	10268	11398	16067	5227	13375	16997	36547	213881	1757	91696	33899	101040	99035	67947	11208	24897	1450	6138	39400	16425	13738	39351	17	6270	77102	15343	8356	556007	1839421	33207	39174	8826	17413	10043	33201	421182	39104	5196	21876	16150	19404	68750	0	23332	2031	9569	5562	38664	28180	37297	5815	34085	44830	45721	31199	28689	896	41327	51880	556091	3197	59287	18720	5473	7268	8483	21685	21125	2149601	6245	16326	25177	2106	25215	13296	113189	15685	6907	74220	2391	114887	16402	123626	44107	63307	5381	20055	41986	241440	3802	14053	20741	59286	7819	13629	9850	105291	66	97925	1	6838	841096	5586	13587	13156	25473	1134569	110999	11337	316114	4146	4445	26184	15435	8399	14489	95122	98114	18894	43032	104428	36751	48273	6593	9781	76	1520	6128	31675	24164	77641	821144	107493	22632	12964	7330	5510	18661	11578	7000	78884	45277	44279	17556	113575	26754	12725	10876	12081	2926	14097	258861	17207	3258	10783	6353	71872	36251	4164	173614	7546	17120	256340	407876	7815	6357	931	14272	10459	11394	48310	5959	12785	15134	153067	59448	16885	6476	28938	9013	2678	14756	156185	1625	10937	3124	2394	2791	29397	264647	13779	13803	393068	56424	36645	40789	26042	335975	1526	27089	48	3968	5349	2142	775819	8632	15	20777	15680	3026	1483
G527_4_P1A19_feces_S4_R	108100	7505	103722	6106	25517	61058	6614	150310	1978	10065	9573	14213	5772	17548	69461	94546	16442	4914	8771	892	29009	1543	10139	20121	2418	245356	8762	9198	34888	1842	38464	21337	1281143	7692	353985	6924	9166	16400	4314	20640	4090	17900	6660	103799	57961	43153	73236	213088	4227	39154	18242	43101	19043	10819	20346	5412	6517	89208	5208	5	8579	6752	13237	4699	1815449	16831468	12583	14190	14059	0	3451	3713	2227	7814	5	267191	16057	10007	286655	22533	47277	5661	108424	23549	40833	5411	6225	180474	6271	25682	144102	597422	232210	353962	12373	2877	91414	5372	22140	61167	1685	94	8862	29367	1567	26	22906	1729	7636	16411	9796	5191	729	418	38048	5221	49	163101	84515	2614	10003	62691	5646	8436	32973	4354	110749	11103	11096	119177	20846	16500	30792	79587	37076	23632	12753	8208	27457	22623	1298	10940	1581	6863	9220502	6	56677	11548	4616	7372	4336	42229	201494	11160	17863	180144	19329	54699	5625	9498	33098	20585	1272	48898	1963	127515	12226	15127	41840	7687	27191	5129	18404	1035	9959	24291	305341	17513	23211	10701	20283	5362	29721	164194	261235	9154	9725	17208	21681	19366	28941	5510	9985	36771	4619	42127	188793	94441	7961	109209	7462	1833	84454	1041	2185	13382	962643	33456	6295	7784	17685	12708	415536	378664	1824997	52539	381455	5527	24730	112449	22336	87522	256881	28	74328	20157	2435	260504	4968	23849	12135	5565	6744	262811	150560	3379	1570	14072	10544	9777	2696	118165	8743	19839	71537	13701	22120	10547	3299	7010	56696	3730	51845	66254	4749	8367	13247	4900	18194	2374	228681	5030	3959	5960	4937	8861	13837	57072	2251	2822	5001	8628	4688	7626	6901	2702	7440	2226	18370	3099	25276	13909	6216	9226	2800	6562	574455	57489	5459	20372	66074	62740	25705	4075	19351	2	52753	34	4394	57385	29669	2125	359943	10	2152	2823	4237	42357	17491	16890	38370	10619	68287	8612	14833	4	15397	4116	3399	66456	40220	15553	8183	16286	10275	5266	8862	3140	41195	5209	13726	2375	2247	6268	4610	4357	5097	9145	5940	37625	34518	30609	66946	2981	3637	34030	150786	60597	21314	4049	42119	5686	89554	2243	2668	11113	12858	3020	21817	15335	6259	6038	8904	7980	4375	2606	23182	8373	983	5410	5434	5095	50710	9051	2383	19208	3958	49617	35106	114580	3014	18	2988	3571	19177	270987	479274	9746	1741268	3279	8102	8454	13632	4338	13242	14652	24234	231113	1479	70882	30698	73502	70474	50456	8703	19199	1117	4923	34068	15064	10331	28641	0	4816	86510	12442	7020	635038	2271804	25235	21815	7885	14597	10065	30452	155589	32508	4680	17917	17497	17940	50774	0	17973	1406	7681	2617	30222	22547	17250	4810	29061	37258	41022	28986	23378	841	45033	55863	453564	2764	45836	15250	4705	5963	4799	16105	16560	1586165	3523	14398	15319	1705	23885	7801	88596	7912	4955	55056	1575	89273	13713	111360	31868	52905	4738	2285	33109	184995	3485	10396	15601	66739	5667	10118	7234	91345	37	103051	0	4491	596407	4504	8520	10659	19299	816784	74288	7684	223014	3085	3675	20877	13083	7231	11900	68064	73067	14324	32013	77198	25807	38370	5617	7482	62	1180	5779	22530	18992	54380	588500	77037	16752	8216	4477	4098	13155	8566	4574	55685	34323	34728	12702	87026	21838	10145	9046	9742	2495	14360	232303	13726	2530	8330	2839	60682	26941	3374	130378	6101	18755	233387	196277	5768	3738	788	10881	9008	9900	35381	5195	7025	13416	130405	65266	13686	3590	21336	8002	2778	31423	183905	1290	12285	2659	1817	2014	20687	205360	11727	10542	305976	63773	40018	45295	22165	254194	1218	20198	38	3554	4780	1867	531813	6799	9	16926	13003	2911	1446
